Congress,Commitee,Agency,Count
108,435,Department of Veterans Affairs,1
108,435,Bureau of Reclamation,1
107,113,Federal Reserve,13
107,113,Department of the Treasury,15
108,358,Department of Justice,26
108,358,Department of Homeland Security,11
108,358,General Accounting Office,3
108,358,Bureau of Customs and Border Protection,4
108,358,Bureau of Immigration and Customs Enforcement,3
108,358,Department of State,5
108,358,Drug Enforcement Administration,1
108,358,Library of Congress,2
108,358,Federal Bureau of Investigation,8
108,358,Food and Drug Administration,4
108,358,Federal Trade Commission,3
107,113,Department of Housing and Urban Development,14
108,358,Bureau of Prisons,2
107,164,Forest Service,5
108,358,Department of Agriculture,1
108,358,Department of Commerce,1
108,358,Department of Defense,1
108,358,Social Security Administration,1
108,358,Department of Labor,1
107,113,Federal Trade Commission,3
106,128,Office of the Comptroller of the Currency,3
106,128,Corporation for Public Broadcasting,2
108,358,Office of the United States Trade Representative,1
107,113,Office of Public and Indian Housing,1
108,358,Commission on Civil Rights,1
108,358,United States Coast Guard,1
108,358,Department of Transportation,1
108,358,National Railroad Passenger Corporation,1
108,384,Small Business Administration,15
108,384,General Accounting Office,1
108,384,Department of Labor,1
108,384,Office of Management and Budget,1
108,384,Department of Defense,1
108,384,Department of Commerce,1
108,384,Department of the Treasury,1
107,113,Department of Commerce,3
107,113,Department of Energy,1
107,113,Department of Defense,1
107,113,Federal Emergency Management Agency,2
108,388,Department of Defense,1
108,388,Department of Veterans Affairs,8
108,388,General Accounting Office,1
108,316,Department of Agriculture,1
108,-,Department of State,1
108,-,Department of Defense,1
108,-,Drug Enforcement Administration,1
107,113,Office of the Comptroller of the Currency,4
107,113,Office of Thrift Supervision,3
107,113,Office of Federal Housing Enterprise Oversight,2
106,128,Federal Maritime Commission,1
106,128,Nuclear Regulatory Commission,10
107,113,Securities and Exchange Commission,17
107,104138196,General Accounting Office,1
107,104138196,Department of the Treasury,1
107,104138196,Internal Revenue Service,2
107,104138,General Accounting Office,6
107,104128,Department of Energy,1
107,104138,Court Services and Offender Supervision Agency,1
107,104138,Office of National Drug Control Policy,1
107,104138,Department of the Navy,1
107,104164,Department of the Interior,3
107,128,Energy Information Administration,3
107,104164,Department of Agriculture,1
107,104138,National Institutes of Health,1
107,104138,Office of Public Health and Science,1
107,104138,Centers for Medicare and Medicaid Services,1
107,104138,Department of Health and Human Services,1
107,104128,Environmental Protection Agency,1
107,104128,United States Geological Survey,1
107,104128,General Accounting Office,1
107,128,Federal Bureau of Investigation,2
107,128,Department of State,1
107,128,Secret Service,1
107,128,Office of National Drug Control Policy,1
107,128,National Highway Traffic Safety Administration,1
107,113,General Accounting Office,13
107,113,Federal Bureau of Investigation,4
107,113,United Nations,1
107,113,Federal Deposit Insurance Corporation,4
107,113,Department of Justice,3
107,113,Secret Service,1
106,128,Executive Office of the President,1
107,113,Nuclear Regulatory Commission,1
107,113,Social Security Administration,2
107,113,National Credit Union Administration,2
107,113,National Council on Disability,1
107,113,Centers for Disease Control and Prevention,1
107,138,Department of Justice,15
107,138,Department of Education,7
107,138,National Council on Disability,1
107,138,Department of State,14
107,138,Drug Enforcement Administration,8
107,138,Department of Defense,48
107,138,Department of Veterans Affairs,10
107,138,National Aeronautics and Space Administration,5
107,138,Federal Emergency Management Agency,18
107,138,Department of Energy,6
107,138,United States Agency for International Development,5
107,138,Peace Corps,1
107,138,United States International Trade Commission,1
107,138,Secret Service,2
107,138,National Park Service,1
107,138,National Capital Planning Commission,3
107,138,Office of Personnel Management,6
107,138,Federal Railroad Administration,1
107,138,Office of Management and Budget,27
107,138,General Accounting Office,105
107,138,Department of the Treasury,10
107,138,Internal Revenue Service,7
107,138,Federal Bureau of Investigation,23
107,138,Bureau of Consular Affairs,3
107,138,United States Postal Service,8
107,138,National Archives and Records Administration,4
107,138,Bureau of Economic Analysis,1
106,128,Office of Enforcement and Compliance Assurance,1
106,128,Office of Management and Budget,4
107,138,General Services Administration,15
107,138,United States Customs Service,12
107,134138173,General Accounting Office,1
107,138,National Institutes of Health,4
107,138,Food and Drug Administration,7
107,138,Centers for Disease Control and Prevention,9
107,138,Department of Health and Human Services,13
107,138,Department of Labor,5
107,138,Defense Finance and Accounting Service,6
107,138,Office of National Drug Control Policy,4
107,138,Bureau of International Narcotics and Law Enforcement Affairs,1
107,138,United States Coast Guard,8
107,138,Department of Agriculture,8
107,164,National Park Service,3
107,138,Environmental Protection Agency,9
107,138,United Nations,1
107,138,Central Intelligence Agency,1
107,138,Department of Transportation,12
107,138,Federal Energy Regulatory Commission,4
107,138,Defense Contract Audit Agency,1
107,138,Federal Aviation Administration,2
107,138,United States Fish and Wildlife Service,1
107,138,Federal Transit Administration,1
106,128,Office of the United States Trade Representative,1
107,138,Immigration and Naturalization Services,1
106,128192,Veterans Health Administration,1
106,128192,General Accounting Office,1
107,138,Department of the Interior,3
107,138,Defense Contract Management Agency,1
106,128,Office of National Drug Control Policy,1
107,138,National Institute of Standards and Technology,1
107,138,Department of Housing and Urban Development,6
107,138,Small Business Administration,3
107,138,Executive Office of the President,3
107,138,Substance Abuse and Mental Health Services Administration,1
107,138,Federal Communications Commission,3
106,128,Energy Information Administration,2
107,138,Department of Commerce,6
107,138,Joint Chiefs of Staff,1
107,138,Energy Information Administration,1
107,138,Federal Trade Commission,2
107,138,Defense Advanced Research Projects Agency,1
107,138,Federal Election Commission,1
107,138,Animal and Plant Health Inspection Service,2
107,138,United States Census Bureau,1
107,138,United States Army Corps of Engineers,1
107,138,Administration for Children and Families,1
107,138,Department of the Navy,1
107,138,Department of the Army,1
107,138,United States Advisory Commission on Public Diplomacy,1
107,138,Transportation Security Administration,2
107,138,Social Security Administration,1
106,128,Rural Utilities Service,1
106,128,Department of Agriculture,3
106,128,Defense Nuclear Facilities Safety Board,1
106,128,Occupational Safety and Health Administration,1
107,164,Bureau of Reclamation,15
107,164,Department of Energy,5
107,184,Department of Commerce,3
107,164,United States Geological Survey,2
107,164,National Oceanic and Atmospheric Administration,3
107,164,Department of State,4
107,164,Minerals Management Service,1
107,164,Assistant Secretary for Land and Minerals Management,4
107,164,Animal and Plant Health Inspection Service,1
107,164,Department of Transportation,2
106,128,Office of Air and Radiation,1
106,128,Solid Waste and Emergency Response,1
107,164,Department of Housing and Urban Development,1
107,164,Environmental Protection Agency,3
107,164,Department of Veterans Affairs,1
107,164,Federal Bureau of Investigation,1
107,164,United States Coast Guard,1
107,164,United States Fish and Wildlife Service,1
107,164,Library of Congress,1
107,164,Department of Defense,2
107,164,United States Army Corps of Engineers,1
107,164,United States Agency for International Development,1
107,164,Energy Information Administration,1
107,164,Bureau of Indian Affairs,2
107,164,Council on Environmental Quality,1
107,184,General Accounting Office,3
107,184,Export-Import Bank of the United States,2
107,184,Veterans Health Administration,1
107,184,United States Postal Service,1
107,184,International Trade Administration,1
107,184,Office of Management and Budget,1
107,184,Department of Health and Human Services,1
107,184,Department of Energy,1
107,184,Department of Defense,1
107,184,National Park Service,1
107,184,Centers for Medicare and Medicaid Services,1
107,184,Environmental Protection Agency,1
107,184,Federal Bureau of Investigation,1
107,184,Department of Labor,1
107,173,Federal Motor Carrier Safety Administration,1
107,173,Federal Transit Administration,1
107,173,Federal Highway Administration,1
107,173,National Highway Traffic Safety Administration,1
107,196,Social Security Administration,16
107,196,Office of the United States Trade Representative,6
107,196,Department of the Treasury,15
107,196,Department of Energy,2
107,196,Department of Health and Human Services,11
107,196,General Accounting Office,19
107,196,Library of Congress,4
107,196,Office of Hearings and Appeals,4
107,196,Social Security Advisory Board,4
107,196,Internal Revenue Service,7
107,196,United States Customs Service,1
107,196,United States International Trade Commission,1
107,196,Department of State,3
107,196,Office of Management and Budget,1
107,196,Council of Economic Advisors,1
107,196,Department of Labor,4
107,196,Veterans Health Administration,1
107,196,Administration for Children and Families,1
107,196,Centers for Medicare and Medicaid Services,1
