"","Category","Senate.Hearing.Number","Congress","Committees","Committee_Blanks","Title","Collection","Filename","Held.Date","Congress.Chamber","Hearing.Sub.Type","ILS.System.ID","SuDoc.Class.Number","X","Witnesses","Members.of.the.congress","File.exists","heldDate","Scrapped.witnesses","Agency","JK.code","UA.code","Parent.UA.code","US.State","Inspector.General","subCommittee","Committee.member.count","Denominator.count","Party.count.100.200.328.999.9999.","Party...Committee.info.Party.Senior.Party.Member.Committee.Seniority","Expertise"
"19822","Congressional Committee Materials",NA,"111th","134",NA,"HOUSE HEARING, 111TH CONGRESS - TURKEY'S NEW FOREIGN POLICY DIRECTION: IMPLICATIONS FOR U.S.-TURKISH RELATIONS","Congressional Hearings","CHRG-111hhrg57688","28-Jul-10","House of Representatives","General",NA,"Y 4.F 76/1",NA,"Ian Lesser Ph.D. : Senior Transatlantic Fellow The German Marshall Fund of the United States;

Soner Cagaptay Ph.D. : Director Turkish Research Program The Washington Institute for Near East Policy;

Michael Rubin Ph.D. : Resident Scholar American Enterprise Institute;","royce, ed;

Gene Green : United States House of Representatives;

Michael E. McMahon : United States House of Representatives;

Howard L. Berman : United States House of Representatives;

Albio Sires : United States House of Representatives;

Shelley Berkley : United States House of Representatives;

wilson, addison g joe;

Gus M. Bilirakis : United States House of Representatives;

Gerald E. Connolly : United States House of Representatives;

Donald M. Payne : United States House of Representatives;

Gary L. Ackerman : United States House of Representatives;

Dan Burton : United States House of Representatives;

Jim Costa : United States House of Representatives;

Jeff Flake : United States House of Representatives;

deutsch, peterdeutch, theodore e;

delahunt, william d;

Sheila Jackson Lee : United States House of Representatives;

David Scott : United States House of Representatives;

Brad Miller : United States House of Representatives;","Yes","28-07-2010","-","-

-

-","-

-

-","-

-

-","-

-

-","-

Washington

-","No

No

No","-",19,"49","30:19:-:-:-","200:0:9

---

---

---

---

---

---

---

---

---

---

---

---

---

---

---

---

---

---","Ph.D. : Doctor of Philosophy

Ph.D. : Doctor of Philosophy

Ph.D. : Doctor of Philosophy"
"20526","Congressional Committee Materials",NA,"112th","134",NA,"HOUSE HEARING, 112TH CONGRESS - 2014 AND BEYOND: U.S. POLICY TOWARD AFGHANISTAN AND PAKISTAN, PART I","Congressional Hearings","CHRG-112hhrg71039","3-Nov-11","House of Representatives","General","867457","Y 4.F 76/1:112-97",NA,"The Honorable Zalmay Khalilzad Ph.D. : counselor Center for Strategic and International Studies;

C. Christine Fair Ph.D. : assistant professor Security Studies Program Edmund A. Walsh School of Foreign Service Georgetown University;

Lieutenant General David W. Barno senior advisor and senior fellow : Center for a New American Security;

Ashley J. Tellis Ph.D. : senior associate Carnegie Endowment for International Peace;","turner, bob l;

Steve Chabot : United States House of Representatives;

Dana Rohrabacher : United States House of Representatives;

Gary L. Ackerman : United States House of Representatives;

Gerald E. Connolly : United States House of Representatives;","Yes","3/11/11","-","-

-

-

-","-

-

-

-","-

-

-

-","-

-

-

-","-

-

-

-","No

No

No

No","Subcommittee on the Middle East and South Asia",5,"46","21:25:-:-:-","---

---

---

---

---","Ph.D. : Doctor of Philosophy

Ph.D. : Doctor of Philosophy

-

Ph.D. : Doctor of Philosophy"
"6305","Congressional Committee Materials","S. Hrg. 111-307","111th","338",NA,"S. HRG. 111-307 - A NEW STRATEGY FOR AFGHANISTAN AND PAKISTAN","Congressional Hearings","CHRG-111shrg55426","21-May-09","Senate","General",NA,"Y 4.F 76/2",NA,"Refer column R","Russell D. Feingold : United States Senate;

Benjamin L. Cardin : United States Senate;

Jim Webb : United States Senate;

Johnny Isakson : United States Senate;

Richard G. Lugar : United States Senate;

Robert Menendez : United States Senate;

Bob Corker : United States Senate;

John F. Kerry : United States Senate;","Yes","21-05-2009","Kerry, Hon. John F., U.S. Senator from Massachusetts, opening statement

Lugar, Hon. Richard G., U.S. Senator from Indiana, opening statement

Mullen, ADM Michael G., USN, Chairman, Joint Chiefs of Staff, Washington, DC

Responses to questions submitted by: Senator John F. Kerry

(iii) ","-

-

Joint Chiefs of Staff

-

-","-

-

325

-

-","-

-

nan

-

-","-

-

nan

-

-","Massachusetts

Indiana

Washington

-

-","No

No

No

No

No","-",8,"19","11:8:-:-:-","---

---

---

---

---

---

---

---","-"
"18708","Congressional Committee Materials",NA,"111th","138",NA,"HOUSE HEARING, 111TH CONGRESS - AIG BONUSES: AUDIT REPORT OF THE SIGTARP","Congressional Hearings","CHRG-111hhrg55101","14-Oct-09","House of Representatives","General","701803","Y 4.G 74/7:111-42",NA,"Refer column R","Brian P. Bilbray : United States House of Representatives;

Marcy Kaptur : United States House of Representatives;

cao, anh äóìjosephäóù;

Edolphus Towns : United States House of Representatives;

Diane E. Watson : United States House of Representatives;

clay, william lacy;

John F. Tierney : United States House of Representatives;

Darrell E. Issa : United States House of Representatives;

murphy, christopher smurphy, christopher;

John L. Mica : United States House of Representatives;

Dan Burton : United States House of Representatives;

Blaine Luetkemeyer : United States House of Representatives;

Dennis J. Kucinich : United States House of Representatives;

Aaron Schock : United States House of Representatives;

norton, eleanor holmes;

Peter Welch : United States House of Representatives;

Jeff Fortenberry : United States House of Representatives;

Patrick T. McHenry : United States House of Representatives;

John J. Duncan, Jr. : United States House of Representatives;

Elijah E. Cummings : United States House of Representatives;","Yes","14-10-2009","Barofsky, Neil M., special inspector general for the Troubled Asset Relief Program, Office of the Special Inspector General

","-","-","-","-","-","Yes","-",20,"44","25:19:-:-:-","---

---

200:0:1

---

---

100:0:5

---

---

---

---

---

---

---

---

100:0:3

---

---

---

---

---","-"
"10405","Congressional Committee Materials","S. Hrg. 111-812","111th","306",NA,"S. HRG. 111-812 - INVESTING IN MINE SAFETY: PREVENTING ANOTHER DISASTER","Congressional Hearings","CHRG-111shrg56690","20-May-10","Senate","General","786798","Y 4.AP 6/2:S.HRG.111-812",NA,"Refer column R","Tom Harkin : United States Senate;

Patty Murray : United States Senate;

Robert C. Byrd : United States Senate;","Yes","20-05-2010","Opening Statement of Senator Tom Harkin

Statement of Hon. Joseph A. Main, Assistant Secretary of Labor for Mine Safety and Health, Mine Safety and Health Administration, Department of Labor

Statement of Hon. M. Patricia Smith, Solicitor of Labor, Department of La- bor

Statement of John Howard, M.D., Director, National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Department of Health and Human Services, Atlanta, Georgia

Statement of Mary Lu Jordan, Chairman, Federal Mine Safety and Health Review Commission, Washington, DC

Statement of Don L. Blankenship, Chairman and CEO, Massey Energy Company, Richmond, Virginia

Statement of Cecil E. Roberts, International President, United Mine Workers of America, Fairfax, Virginia

","-

Department of Labor

-

Centers for Disease Control and Prevention

Federal Mine Safety and Health Review Commission

-

-","-

98

-

60

223

-

-","-

1200.0

-

920.0

3079.0

-

-","-

1200.0

-

900.0

3079.0

-

-","#NAME?","No

No

No

No

No

No

No","-",3,"31","18:13:-:-:-","---

---

---","-"
"13356","Congressional Committee Materials",NA,"110th","192",NA,"HOUSE HEARING, 110TH CONGRESS - TRANSITION ASSISTANCE PROGRAM FOR GUARD AND RESERVE FORCES","Congressional Hearings","CHRG-110hhrg43053","16-May-08","House of Representatives","Field",NA,"Y 4.V 64/3",NA,"Major Cathy Van Bree Director of Family Programs : Joint Forces Headquarters;

McCool Dawn : North Liberty IN;

Saenz Roy : South Bend IN;

Blosser Staff Sergeant Donald A. : Granger IN;

American Legion Department of Indiana : Stephen W. Short Department Adjutant;

U.S. Department of Veterans Affairs James A. Whitson : Director Eastern Area Veterans Benefits Administration;

Whitehead Gary M. : Elkhart County Veterans Service Officer Elkhart IN;

U.S. Department of Defense Jane Burke : Principal Director Military Community and Family Policy;

Masapollo Lori : Niles MI;

Williams Elizabeth L. : Indianapolis IN;

U.S. Department of Labor John M. McWilliam : Deputy Assistant Secretary Veterans' Employment and Training Service;

Colonel Roger D. Peterman Transition Assistance Advisor : nan;","Joe Donnelly : United States House of Representatives;

herseth sandlin, stephanieherseth, stephanie;","Yes","16-05-2008","-","-

-

-

-

-

Department of Veterans Affairs

-

Department of Defense

-

-

Department of Labor

-","-

-

-

-

-

200

-

45

-

-

98

-","-

-

-

-

-

2900.0

-

700.0

-

-

1200.0

-","-

-

-

-

-

2900.0

-

700.0

-

-

1200.0

-","-

-

-

-

Indiana

-

-

-

-

Indiana

-

-","No

No

No

No

No

No

No

No

No

No

No

No","Subcommittee on Economic Opportunity",2,"33","17:16:-:-:-","---

---","-

-

-

-

-

-

-

-

-

-

-

-"
"4196","Congressional Committee Materials","S. Hrg. 110-138","110th","358",NA,"S. HRG. 110-138 - CONFIRMATION HEARINGS ON FEDERAL APPOINTMENTS","Congressional Hearings","CHRG-110shrg37658","February 6, 2007

March 13, 2007

April 11, 2007

June 20, 2007

July 19, 2007","Senate","Nomination",NA,"Y 4.J 89/2",NA,"-","lugar, richard g;

capito, shelley moorecapito, shelley m;

lott, trent;

John Cornyn : United States Senate;

cochran, thad;

burr, richard mburr, richard;

byrd, robert c;

Patrick J. Leahy : United States Senate;

Benjamin L. Cardin : United States Senate;

Richard Durbin : United States Senate;

hutchison, kay bailey;

schumer, charles eschumer, charles ellis chuck;

inhofe, james m;

murray, patty;

dole, elizabeth hanford;

Dianne Feinstein : United States Senate;","Yes","2007-02-06;

2007-03-13;

2007-04-11;

2007-06-20;

2007-07-19","-","-","-","-","-","-","-","-",16,"19","10:9:-:-:-","---

---

---

---

---

---

---

---

---

---

---

---

---

---

---

---","-"
"15371","Congressional Committee Materials",NA,"109th","173",NA,"HOUSE HEARING, 109TH CONGRESS - IMPLEMENTATION OF SAFETEA:LU","Congressional Hearings","CHRG-109hhrg30646","7-Jun-06","House of Representatives","General",NA,"Y 4.T 68/2",NA,"Refer column R","pascrell, william j, jr;

Shelley Berkley : United States House of Representatives;

Howard Coble : United States House of Representatives;

blumenauer, earlblumenauer, eard;

Brian Baird : United States House of Representatives;

Thomas E. Petri : United States House of Representatives;

Peter A. DeFazio : United States House of Representatives;

Bill Shuster : United States House of Representatives;

Jim Matheson : United States House of Representatives;

Frank A. LoBiondo : United States House of Representatives;

Elijah E. Cummings : United States House of Representatives;","Yes","7/6/06","Bushue, Sandra, Acting Administrator, Federal Transit Association, U.S. Department of Transportation

Capka, J. Richard, Acting Administrator, Federal Highway Administration, U.S. Department of Transportation

Glassman, Jacqueline, Acting Administrator, National Highway Traffic Safety Administration, U.S. Department of Transportation

Hill, John H., Acting Administrator, Federal Motor Carrier Safety Administration, U.S. Department of Transportation

Kaveeshwar, Dr. Ashok G., Administrator, Research and Innovative Technology Administration, U.S. Department of Transportation

","Department of Transportation

Department of Transportation

Department of Transportation

Department of Transportation

Department of Transportation","176

176

176

176

176","2100.0

2100.0

2100.0

2100.0

2100.0","2100.0

2100.0

2100.0

2100.0

2100.0","-

-

-

-

-","No

No

No

No

No","Subcommittee on Highways, Transit and Pipelines",11,"76","34:42:-:-:-","---

---

---

---

---

---

---

---

---

---

---","-"
"19681","Congressional Committee Materials",NA,"112th","138",NA,"HOUSE HEARING, 112TH CONGRESS - PRESIDENTIAL RECORDS IN THE NEW MILLENNIUM: UPDATING THE PRESIDENTIAL RECORDS ACT AND OTHER FEDERAL RECORDKEEPING STATUTES TO IMPROVE ELECTRONIC RECORDS PRESERVATION","Congressional Hearings","CHRG-112hhrg70518","3-May-11","House of Representatives","General","856281","Y 4.G 74/7:112-45",NA,"Refer column R","Carolyn B. Maloney : United States House of Representatives;

Ann Marie Buerkle : United States House of Representatives;

Scott DesJarlais : United States House of Representatives;

James Lankford : United States House of Representatives;

clay, william lacy;

Darrell E. Issa : United States House of Representatives;

Patrick T. McHenry : United States House of Representatives;

Gerald E. Connolly : United States House of Representatives;

Elijah E. Cummings : United States House of Representatives;","Yes","3/5/11","Ferriero, David S., Archivist of the United States, National Archives and Records Administration, accompanied by Gary M. Stern, General Counsel, National Archives and Records Administration

Brook Colangelo, chief informationofficer, Office of Administration, Executive Office of the President

","National Archives and Records Administration

Executive Office of the President","226

1","3095.0

300.0","3095.0

300.0","-

-","No

No","-",9,"40","17:23:-:-:-","---

---

---

---

100:0:6

---

---

---

---","-"
"8582","Congressional Committee Materials","S. Hrg. 110-1058","110th","321",NA,"S. HRG. 110-1058 - OVERSIGHT OF FEDERAL EFFORTS FOR RAIL AND SURFACE TRANSPORTATION SECURITY","Congressional Hearings","CHRG-110shrg38932","18-Jan-07","Senate","General","751164","Y 4.C 73/7:S.HRG.110-1058",NA,"Hill Hon. John H. : Administrator Federal Motor Carrier Safety Administration DOT;

Hawley Hon. Edmund S. ``Kip'' : Assistant Secretary Transportation Security Administration DHS;

Berrick Cathleen A. : Director Homeland Security and Justice Issues GAO;

Barrett Thomas J. : Vice Admiral (Ret.) USCG; Administrator Pipeline and Hazardous Materials Safety Administration DOT;

Boardman Hon. Joseph H. : Administrator Federal Railroad Administration DOT;

Canas Hon. Richard L. : Director Office of Homeland Security and Preparedness State of New Jersey;","stevens, ted;

Frank R. Lautenberg : United States Senate;

Amy Klobuchar : United States Senate;

Gordon H. Smith : United States Senate;

John Thune : United States Senate;

Claire McCaskill : United States Senate;

carper, thomas richard;

Mark L. Pryor : United States Senate;","Yes","18-01-2007","-","Federal Motor Carrier Safety Administration

Transportation Security Administration

-

Pipeline and Hazardous Materials Safety Administration

Federal Railroad Administration

-","180

135

-

186

182

-","2126.0

1652.0

-

2137.0

2130.0

-","2100.0

1600.0

-

2100.0

2100.0

-","#NAME?","No

No

No

No

No

No","-",8,"24","12:12:-:-:-","200:22:27

---

---

---

---

---

100:0:1

---","-

-

-

-

-

-"
"9118","Congressional Committee Materials","S. Hrg. 109-293","109th","321",NA,"S. HRG. 109-293 - RESEARCH AND DEVELOPMENT TO PROTECT AMERICA'S COMMUNITIES FROM DISASTER","Congressional Hearings","CHRG-109shrg25862","8-Jun-05","Senate","General",NA,"Y 4.C 73/7",NA,"Bement Jr. : Dr. Arden L. Director National Science Foundation;

Semerjian Dr. Hratch G. : Acting Director National Institute of Standards and Technology Technology Administration Department of Commerce;

Lautenbacher Jr. Vice Admiral Conrad C. : U.S. Navy (Retired) Under Secretary of Commerce for Oceans and Atmosphere; Administrator NOAA;","John McCain : United States Senate;

demint, james w demint, jim;","Yes","8/6/05","-","National Science Foundation

Department of Commerce

-","243

33

-","3145.0

600.0

-","3145.0

600.0

-","-

-

-","No

No

No","Subcommittee on Disaster Prevention and Prediction",2,"22","10:12:-:-:-","---

---","-

-

-"
